2011-05-06\2011-05-07|66843501094121474|1
2011-05-06\2011-05-07|66843244398510080|-1
2011-05-06\2011-05-07|66842927376240641|-1
2011-05-06\2011-05-07|66842893373026304|-1
2011-05-06\2011-05-07|66842369709973504|-1
2011-05-06\2011-05-07|66842369722556416|-1
2011-05-06\2011-05-07|66842133776187392|-1
2011-05-06\2011-05-07|66841233888251905|-1
2011-05-06\2011-05-07|66840580960952323|-1
2011-05-06\2011-05-07|66840511696220160|-1
2011-05-06\2011-05-07|66840381295300608|-1
2011-05-06\2011-05-07|66840202353713152|-1
2011-05-06\2011-05-07|66840147370577920|-1
2011-05-06\2011-05-07|66839524893933569|-1
2011-05-06\2011-05-07|66838593724874753|1
2011-05-06\2011-05-07|66838198495621120|-1
2011-05-06\2011-05-07|66838053775343616|1
2011-05-06\2011-05-07|66837538639319041|0
2011-05-06\2011-05-07|66835841351286784|-1
2011-05-06\2011-05-07|66835714855272448|0
2011-05-06\2011-05-07|66834621723185152|-1
2011-05-06\2011-05-07|66834155887009792|-1
2011-05-06\2011-05-07|66833820938272768|-1
2011-05-06\2011-05-07|66833823903662080|-1
2011-05-06\2011-05-07|66829751511289857|-1
2011-05-06\2011-05-07|66828921135575042|-1
2011-05-06\2011-05-07|66827895011680256|-1
2011-05-06\2011-05-07|66826914756702208|-1
2011-05-06\2011-05-07|66824317836595200|-1
2011-05-06\2011-05-07|66824246101426177|-1
2011-05-06\2011-05-07|66824243136045056|-1
2011-05-06\2011-05-07|66822812014362624|-1
2011-05-06\2011-05-07|66822497743536128|-1
2011-05-06\2011-05-07|66821924768067584|-1
2011-05-06\2011-05-07|66821441601019905|-1
2011-05-06\2011-05-07|66812864610045952|-1
2011-05-06\2011-05-07|66811506133704705|-1
2011-05-06\2011-05-07|66810840703180800|0
2011-05-06\2011-05-07|66807326396522496|-1
2011-05-06\2011-05-07|66806952180711424|-1
2011-05-06\2011-05-07|66806753064525824|-1
2011-05-06\2011-05-07|66805581771587584|0
2011-05-06\2011-05-07|66804918052323328|-1
2011-05-06\2011-05-07|66799190424035328|-1
2011-05-06\2011-05-07|66793868405907456|-1
2011-05-06\2011-05-07|66792634487808000|-1
2011-05-06\2011-05-07|66792058026856448|1
2011-05-06\2011-05-07|66789917396701184|-1
2011-05-06\2011-05-07|66789579948167168|-1
2011-05-06\2011-05-07|66785980509732864|-1
2011-05-06\2011-05-07|66779743235751937|-1
2011-05-06\2011-05-07|66770513426513920|-1
2011-05-06\2011-05-07|66763772848648192|-1
2011-05-06\2011-05-07|66760980218126336|-1
2011-05-06\2011-05-07|66741467552550913|-1
2011-05-06\2011-05-07|66728886708338689|0
2011-05-06\2011-05-07|66709732861280256|0
2011-05-06\2011-05-07|66703234110197760|0
2011-05-06\2011-05-07|66702473028571136|-1
2011-05-06\2011-05-07|66689229224284161|0
2011-05-06\2011-05-07|66689226313437185|-1
2011-05-06\2011-05-07|66684351420710912|-1
2011-05-06\2011-05-07|66680095569477632|1
2011-05-06\2011-05-07|66677308076986369|0
2011-05-06\2011-05-07|66675218176937984|-1
2011-05-06\2011-05-07|66674510337814528|-1
2011-05-06\2011-05-07|66673255729201152|-1
2011-05-06\2011-05-07|66671741711302656|0
2011-05-06\2011-05-07|66666761625415680|0
2011-05-06\2011-05-07|66666133385785344|-1
2011-05-06\2011-05-07|66662485964492800|-1
2011-05-06\2011-05-07|66662401143087104|-1
2011-05-06\2011-05-07|66662109160800256|-1
2011-05-06\2011-05-07|66654629538177024|-1
2011-05-06\2011-05-07|66654351162212352|-1
2011-05-06\2011-05-07|66654128318849024|-1
2011-05-06\2011-05-07|66652257348878337|-1
2011-05-06\2011-05-07|66651422518812672|0
2011-05-06\2011-05-07|66650844824743936|-1
2011-05-06\2011-05-07|66650755507044352|1
2011-05-06\2011-05-07|66650379064049665|0
2011-05-06\2011-05-07|66650283228401664|1
2011-05-06\2011-05-07|66650154161278976|0
2011-05-06\2011-05-07|66649993397805056|-1
2011-05-06\2011-05-07|66649364361252864|-1
2011-05-06\2011-05-07|66648679842451456|-1
2011-05-06\2011-05-07|66648342054187009|-1
2011-05-06\2011-05-07|66647848367833088|-1
2011-05-06\2011-05-07|66646612935577600|-1
2011-05-06\2011-05-07|66646539992449024|-1
2011-05-06\2011-05-07|66645979776032768|-1
2011-05-06\2011-05-07|66645979188826112|-1
2011-05-06\2011-05-07|66645718806437888|-1
2011-05-06\2011-05-07|66645431089770496|-1
2011-05-06\2011-05-07|66644562713640960|1
2011-05-06\2011-05-07|66641720137359360|-1
2011-05-06\2011-05-07|66641451517349888|0
2011-05-06\2011-05-07|66640981960830976|0
2011-05-06\2011-05-07|66640360922816512|0
2011-05-06\2011-05-07|66639252162748416|-1
2011-05-06\2011-05-07|66639142406205440|-1
2011-05-06\2011-05-07|66638948541272064|0
2011-05-06\2011-05-07|66638795377868800|-1
2011-05-06\2011-05-07|66638756970639360|-1
2011-05-06\2011-05-07|66638033440612352|-1
2011-05-06\2011-05-07|66637503674855425|-1
2011-05-06\2011-05-07|66637443717279744|0
2011-05-06\2011-05-07|66635561603039232|1
2011-05-06\2011-05-07|66634285670596608|-1
2011-05-06\2011-05-07|66634082607579136|-1
2011-05-06\2011-05-07|66633773093109760|1
2011-05-06\2011-05-07|66633673990078464|-1
2011-05-06\2011-05-07|66633653781938176|-1
2011-05-06\2011-05-07|66632298690392064|1
2011-05-06\2011-05-07|66632293564948480|1
2011-05-06\2011-05-07|66631383501639680|1
2011-05-06\2011-05-07|66631199782748162|-1
2011-05-06\2011-05-07|66630919066370049|-1
2011-05-06\2011-05-07|66630432107667456|-1
2011-05-06\2011-05-07|66629985825341440|-1
2011-05-06\2011-05-07|66629145035161600|-1
2011-05-06\2011-05-07|66629050717843456|0
2011-05-06\2011-05-07|66628718654787585|-1
2011-05-06\2011-05-07|66628676682391552|-1
2011-05-06\2011-05-07|66628434469732352|-1
2011-05-06\2011-05-07|66627839348310016|-1
2011-05-06\2011-05-07|66627662747148288|0
2011-05-06\2011-05-07|66627199754711040|-1
2011-05-06\2011-05-07|66627156834390016|0
2011-05-06\2011-05-07|66626778889850880|-1
2011-05-06\2011-05-07|66626516695515136|-1
2011-05-06\2011-05-07|66626061550616576|-1
2011-05-06\2011-05-07|66625587736887296|-1
2011-05-06\2011-05-07|66625249067802624|0
2011-05-06\2011-05-07|66625037578407936|0
2011-05-06\2011-05-07|66625016359428097|0
2011-05-06\2011-05-07|66624939482038273|-1
2011-05-06\2011-05-07|66624843025620992|-1
2011-05-06\2011-05-07|66624739598282754|-1
2011-05-06\2011-05-07|66624528561881088|0
2011-05-06\2011-05-07|66624433837715458|0
2011-05-06\2011-05-07|66624074775937024|-1
2011-05-06\2011-05-07|66623749226635264|-1
2011-05-06\2011-05-07|66623178805485569|0
2011-05-06\2011-05-07|66623165639573504|-1
2011-05-06\2011-05-07|66623119099576320|0
2011-05-06\2011-05-07|66623077399789568|-1
2011-05-06\2011-05-07|66622452398174208|-1
2011-05-06\2011-05-07|66622406839648256|-1
2011-05-06\2011-05-07|66621367109431296|-1
2011-05-06\2011-05-07|66620716962938880|-1
2011-05-06\2011-05-07|66620694569553921|1
2011-05-06\2011-05-07|66620482404892672|-1
2011-05-06\2011-05-07|66620237134569472|1
2011-05-06\2011-05-07|66619905461592064|-1
2011-05-06\2011-05-07|66619645284728832|-1
2011-05-06\2011-05-07|66619176634167296|-1
2011-05-06\2011-05-07|66619129846706176|-1
2011-05-06\2011-05-07|66617622384484352|0
2011-05-06\2011-05-07|66617534568333312|1
2011-05-06\2011-05-07|66616961974550528|-1
2011-05-06\2011-05-07|66615721458806784|-1
2011-05-06\2011-05-07|66615456231997440|1
2011-05-06\2011-05-07|66615385218224128|-1
2011-05-06\2011-05-07|66615161988980736|-1
2011-05-06\2011-05-07|66614649436647424|1
2011-05-06\2011-05-07|66614502032015360|-1
2011-05-06\2011-05-07|66613575623524352|-1
2011-05-06\2011-05-07|66610255005618177|0
2011-05-06\2011-05-07|66608090581172224|1
2011-05-06\2011-05-07|66607335036030977|0
2011-05-06\2011-05-07|66605859299524608|1
2011-05-06\2011-05-07|66605417979060225|0
2011-05-06\2011-05-07|66605220658028544|-1
2011-05-06\2011-05-07|66605036268044288|-1
2011-05-06\2011-05-07|66604997412007936|1
2011-05-06\2011-05-07|66604500181467136|-1
2011-05-06\2011-05-07|66604252696547328|-1
2011-05-06\2011-05-07|66604004465057792|0
2011-05-06\2011-05-07|66603941860872192|-1
2011-05-06\2011-05-07|66603347871936513|1
2011-05-06\2011-05-07|66601907745071104|-1
2011-05-06\2011-05-07|66601786403856384|-1
2011-05-06\2011-05-07|66601295712223232|1
2011-05-06\2011-05-07|66600652960309248|-1
2011-05-06\2011-05-07|66600609733804032|0
2011-05-06\2011-05-07|66599520720531456|-1
2011-05-06\2011-05-07|66598469774737408|1
2011-05-06\2011-05-07|66597694327627776|0
2011-05-06\2011-05-07|66597175152484352|0
2011-05-06\2011-05-07|66596074856525824|-1
2011-05-06\2011-05-07|66595899744337920|-1
2011-05-06\2011-05-07|66595877921361921|-1
2011-05-06\2011-05-07|66595106655961089|0
2011-05-06\2011-05-07|66594278087999488|0
2011-05-06\2011-05-07|66593940580741120|0
2011-05-06\2011-05-07|66593623512322049|0
2011-05-06\2011-05-07|66593603312553984|1
2011-05-06\2011-05-07|66593415101554688|-1
2011-05-06\2011-05-07|66592936950898688|-1
2011-05-06\2011-05-07|66592856227323906|0
2011-05-06\2011-05-07|66592155447205888|-1
2011-05-06\2011-05-07|66591996873154560|-1
2011-05-06\2011-05-07|66591893714251776|-1
2011-05-06\2011-05-07|66591610011533312|-1
2011-05-06\2011-05-07|66591244792504320|0
2011-05-06\2011-05-07|66591098998501377|0
2011-05-06\2011-05-07|66590285425147904|0
2011-05-06\2011-05-07|66590050439278592|0
2011-05-06\2011-05-07|66589760050831360|0
2011-05-06\2011-05-07|66588516989145089|-1
2011-05-06\2011-05-07|66588293516636161|0
2011-05-06\2011-05-07|66587323780968448|-1
2011-05-06\2011-05-07|66587157678137345|-1
2011-05-06\2011-05-07|66586718228324354|-1
2011-05-06\2011-05-07|66586229700960256|0
2011-05-06\2011-05-07|66583113454718976|1
2011-05-06\2011-05-07|66582358849105920|-1
2011-05-06\2011-05-07|66581402350649345|-1
2011-05-06\2011-05-07|66580764204072961|0
2011-05-06\2011-05-07|66578921025581057|0
2011-05-06\2011-05-07|66578793858482176|1
2011-05-06\2011-05-07|66933001262600192|1
2011-05-06\2011-05-07|66926459746398208|1
2011-05-06\2011-05-07|66910424704098304|1
2011-05-06\2011-05-07|66901026317406208|1
2011-05-06\2011-05-07|66891156075724802|-1
2011-05-06\2011-05-07|66885584051908608|-1
2011-05-06\2011-05-07|66882645241495552|-1
2011-05-06\2011-05-07|66882316345155585|-1
2011-05-06\2011-05-07|66881551165689856|0
2011-05-06\2011-05-07|66881256213843968|0
2011-05-06\2011-05-07|66880728574590976|0
2011-05-06\2011-05-07|66880581723627521|1
2011-05-06\2011-05-07|66880563717480448|1
2011-05-06\2011-05-07|66876709873516545|1
2011-05-06\2011-05-07|66876677657079808|-1
2011-05-06\2011-05-07|66876580005281792|-1
2011-05-06\2011-05-07|66876580311482369|0
2011-05-06\2011-05-07|66873392434905088|1
2011-05-06\2011-05-07|66869827008073728|-1
2011-05-06\2011-05-07|66868399539625984|0
2011-05-06\2011-05-07|66868400781135872|0
2011-05-06\2011-05-07|66861230891073536|-1
2011-05-06\2011-05-07|66851258023149568|-1
2011-05-06\2011-05-07|66847553878110208|-1
2011-05-06\2011-05-07|66847424500604928|-1
2011-05-06\2011-05-07|66847423691108352|-1
2011-05-06\2011-05-07|66831770590527488|-1
2011-05-06\2011-05-07|66814082673680385|1
2011-05-06\2011-05-07|66805166757777408|0
2011-05-06\2011-05-07|66801365749465088|-1
2011-05-06\2011-05-07|66789337626451968|1
2011-05-06\2011-05-07|66772246387105792|0
2011-05-06\2011-05-07|66756283155492864|1
2011-05-06\2011-05-07|66749628762177536|-1
2011-05-06\2011-05-07|66672567653634050|-1
2011-05-06\2011-05-07|66663634721452032|-1
2011-05-06\2011-05-07|66663321184632832|0
2011-05-06\2011-05-07|66662889091641344|0
2011-05-06\2011-05-07|66662109160800256|0
2011-05-06\2011-05-07|66661481302855680|-1
2011-05-06\2011-05-07|66660716651872256|-1
2011-05-06\2011-05-07|66658320919957504|-1
2011-05-06\2011-05-07|66658303895273473|-1
2011-05-06\2011-05-07|66657497624227840|-1
2011-05-06\2011-05-07|66656283637456896|-1
2011-05-06\2011-05-07|66656184920326144|-1
2011-05-06\2011-05-07|66656086865874944|-1
2011-05-06\2011-05-07|66655040873574400|-1
2011-05-06\2011-05-07|66654918290849792|-1
2011-05-06\2011-05-07|66654626589581313|-1
2011-05-06\2011-05-07|66654464857214976|-1
2011-05-06\2011-05-07|66653650654732288|-1
2011-05-06\2011-05-07|66653046465245184|-1
2011-05-06\2011-05-07|66652696203112448|-1
2011-05-06\2011-05-07|66652326714281984|-1
2011-05-06\2011-05-07|66652187589222400|0
2011-05-06\2011-05-07|66651969674158081|-1
2011-05-06\2011-05-07|66651719710416903|-1
2011-05-06\2011-05-07|66651332257394689|-1
2011-05-06\2011-05-07|66651084118179840|-1
2011-05-06\2011-05-07|66650927813234688|-1
2011-05-06\2011-05-07|66650798037270529|-1
2011-05-06\2011-05-07|66650755507044352|0
2011-05-06\2011-05-07|66650315310632960|0
2011-05-06\2011-05-07|66650295941332992|-1
2011-05-06\2011-05-07|66650224948555776|0
2011-05-06\2011-05-07|66649815236358145|-1
2011-05-06\2011-05-07|66649776594239488|0
2011-05-06\2011-05-07|66649651201318912|-1
2011-05-06\2011-05-07|66649461354532864|-1
2011-05-06\2011-05-07|66649449090400256|-1
2011-05-06\2011-05-07|66649446296977408|0
2011-05-06\2011-05-07|66648987104575488|0
2011-05-06\2011-05-07|66648834570326016|-1
2011-05-06\2011-05-07|66647792659079168|0
2011-05-06\2011-05-07|66647048069459970|-1
2011-05-06\2011-05-07|66647018830970881|0
2011-05-06\2011-05-07|66646739947503616|-1
2011-05-06\2011-05-07|66646273456996352|0
2011-05-06\2011-05-07|66645174977175552|1
2011-05-06\2011-05-07|66644194046906368|-1
2011-05-06\2011-05-07|66643899321548800|0
2011-05-06\2011-05-07|66642363468099585|-1
2011-05-06\2011-05-07|66642094755807232|0
2011-05-06\2011-05-07|66639532434530304|-1
2011-05-06\2011-05-07|66639236778037248|-1
2011-05-06\2011-05-07|66638801610608640|-1
2011-05-06\2011-05-07|66638634501144577|-1
2011-05-06\2011-05-07|66637880860221440|0
2011-05-06\2011-05-07|66637880738590721|0
2011-05-06\2011-05-07|66636600800575491|-1
2011-05-06\2011-05-07|66636597587738625|0
2011-05-06\2011-05-07|66635584659136512|1
2011-05-06\2011-05-07|66634753759129600|-1
2011-05-06\2011-05-07|66634741343993856|-1
2011-05-06\2011-05-07|66632039507570689|-1
2011-05-06\2011-05-07|66630910602264576|1
2011-05-06\2011-05-07|66628635284615169|0
2011-05-06\2011-05-07|66628540321382400|-1
2011-05-06\2011-05-07|66628311903780865|-1
2011-05-06\2011-05-07|66628310473519104|0
2011-05-06\2011-05-07|66628191858597888|-1
2011-05-06\2011-05-07|66623019522588672|-1
2011-05-06\2011-05-07|66622876790423552|0
2011-05-06\2011-05-07|66622631679504384|-1
2011-05-06\2011-05-07|66620863272861696|-1
2011-05-06\2011-05-07|66619653845286912|-1
2011-05-06\2011-05-07|66619273329639424|1
2011-05-06\2011-05-07|66618017320144898|0
2011-05-06\2011-05-07|66617470869442561|-1
2011-05-06\2011-05-07|66615242221813762|0
2011-05-06\2011-05-07|66610854510067712|-1
2011-05-06\2011-05-07|66608450163048449|-1
2011-05-06\2011-05-07|66608396455002112|1
2011-05-06\2011-05-07|66607914814668800|-1
2011-05-06\2011-05-07|66607877762191360|-1
2011-05-06\2011-05-07|66607725521534977|0
2011-05-06\2011-05-07|66607335036030977|-1
2011-05-06\2011-05-07|66607308091830273|-1
2011-05-06\2011-05-07|66607064868323328|-1
2011-05-06\2011-05-07|66606959603875842|-1
2011-05-06\2011-05-07|66606619479388160|1
2011-05-06\2011-05-07|66606309272850433|-1
2011-05-06\2011-05-07|66605894196146176|0
2011-05-06\2011-05-07|66605839837962240|-1
2011-05-06\2011-05-07|66605639497027584|1
2011-05-06\2011-05-07|66605554793062400|0
2011-05-06\2011-05-07|66605531032334336|0
2011-05-06\2011-05-07|66605454591143937|-1
2011-05-06\2011-05-07|66605397284372480|0
2011-05-06\2011-05-07|66605104509362176|-1
2011-05-06\2011-05-07|66605035819237377|-1
2011-05-06\2011-05-07|66604998447992832|-1
2011-05-06\2011-05-07|66604980047593472|-1
2011-05-06\2011-05-07|66604896522207233|-1
2011-05-06\2011-05-07|66604883570196480|1
2011-05-06\2011-05-07|66604837617401856|1
2011-05-06\2011-05-07|66604820714373120|1
2011-05-06\2011-05-07|66604783708028928|1
2011-05-06\2011-05-07|66604644905926656|1
2011-05-06\2011-05-07|66604568447950848|-1
2011-05-06\2011-05-07|66604561669947392|-1
2011-05-06\2011-05-07|66604532066549761|1
2011-05-06\2011-05-07|66604500181467136|-1
2011-05-06\2011-05-07|66604494523346944|-1
2011-05-06\2011-05-07|66604422209347584|1
2011-05-06\2011-05-07|66604297458163712|-1
2011-05-06\2011-05-07|66604252696547328|-1
2011-05-06\2011-05-07|66604246522527744|1
2011-05-06\2011-05-07|66604184794968066|1
2011-05-06\2011-05-07|66604132043206656|-1
2011-05-06\2011-05-07|66604054050111488|-1
2011-05-06\2011-05-07|66604006570598400|-1
2011-05-06\2011-05-07|66604004465057792|1
2011-05-06\2011-05-07|66603941860872192|-1
2011-05-06\2011-05-07|66603843420561408|1
2011-05-06\2011-05-07|66603808343601152|-1
2011-05-06\2011-05-07|66603688524922880|-1
2011-05-06\2011-05-07|66603678546657280|-1
2011-05-06\2011-05-07|66603654228086784|1
2011-05-06\2011-05-07|66603526796754944|-1
2011-05-06\2011-05-07|66603442382176256|-1
2011-05-06\2011-05-07|66603352724750336|-1
2011-05-06\2011-05-07|66603333980397569|1
2011-05-06\2011-05-07|66603325142990848|1
2011-05-06\2011-05-07|66603261809004544|1
2011-05-06\2011-05-07|66603177176342528|-1
2011-05-06\2011-05-07|66603169727266816|-1
2011-05-06\2011-05-07|66602902386524160|-1
2011-05-06\2011-05-07|66602892039159808|-1
2011-05-06\2011-05-07|66602886850805760|1
2011-05-06\2011-05-07|66602881138180096|0
2011-05-06\2011-05-07|66602768776962048|-1
2011-05-06\2011-05-07|66602691824070656|-1
2011-05-06\2011-05-07|66602569765629953|0
2011-05-06\2011-05-07|66602517131313152|-1
2011-05-06\2011-05-07|66602455378575360|-1
2011-05-06\2011-05-07|66602433522053120|-1
2011-05-06\2011-05-07|66602233533444096|-1
2011-05-06\2011-05-07|66602118286540800|1
2011-05-06\2011-05-07|66602028520058880|-1
2011-05-06\2011-05-07|66601934089486336|-1
2011-05-06\2011-05-07|66601907745071104|0
2011-05-06\2011-05-07|66601786403856384|0
2011-05-06\2011-05-07|66601778241736704|1
2011-05-06\2011-05-07|66601725431263233|0
2011-05-06\2011-05-07|66601723610923008|1
2011-05-06\2011-05-07|66601106041610240|-1
2011-05-06\2011-05-07|66601009920741377|1
2011-05-06\2011-05-07|66601002027073536|1
2011-05-06\2011-05-07|66600867771584512|-1
2011-05-06\2011-05-07|66600859835969536|-1
2011-05-06\2011-05-07|66600860926492673|-1
2011-05-06\2011-05-07|66600858095333377|-1
2011-05-06\2011-05-07|66600743049756673|1
2011-05-06\2011-05-07|66600655963435008|0
2011-05-06\2011-05-07|66600652960309248|-1
2011-05-06\2011-05-07|66600440137121792|1
2011-05-06\2011-05-07|66600381936963584|1
2011-05-06\2011-05-07|66600284524265473|1
2011-05-06\2011-05-07|66600224604422144|-1
2011-05-06\2011-05-07|66600077162065920|-1
2011-05-06\2011-05-07|66600066978283520|1
2011-05-06\2011-05-07|66599958769451008|1
2011-05-06\2011-05-07|66599929317036032|1
2011-05-06\2011-05-07|66599914490171392|1
2011-05-06\2011-05-07|66599892302311424|1
2011-05-06\2011-05-07|66599874174517248|-1
2011-05-06\2011-05-07|66599860513681408|1
2011-05-06\2011-05-07|66599845670043648|0
2011-05-06\2011-05-07|66599823071125504|-1
2011-05-06\2011-05-07|66599748261515264|-1
2011-05-06\2011-05-07|66599714732244993|1
2011-05-06\2011-05-07|66599712974839808|-1
2011-05-06\2011-05-07|66599574319529984|0
2011-05-06\2011-05-07|66599462662975488|1
2011-05-06\2011-05-07|66599405758853120|-1
2011-05-06\2011-05-07|66599397869355008|1
2011-05-06\2011-05-07|66599330441736192|1
2011-05-06\2011-05-07|66599162321453058|-1
2011-05-06\2011-05-07|66599092985409536|1
2011-05-06\2011-05-07|66598896025088000|-1
2011-05-06\2011-05-07|66598876055994368|-1
2011-05-06\2011-05-07|66598865800925184|0
2011-05-06\2011-05-07|66598849011130368|-1
2011-05-06\2011-05-07|66598799199576064|0
2011-05-06\2011-05-07|66598794615209984|1
2011-05-06\2011-05-07|66598746342952960|-1
2011-05-06\2011-05-07|66598640109633536|1
2011-05-06\2011-05-07|66598447700131840|-1
2011-05-06\2011-05-07|66598331039752193|-1
2011-05-06\2011-05-07|66598278602555392|-1
2011-05-06\2011-05-07|66598218326216704|-1
2011-05-06\2011-05-07|66597971751485440|-1
